DesMinDB_DataProyectoMineria_Sexo,DesMinDB_DataProyectoMineria_Zona,DesMinDB_DataProyectoMineria_Departamento,DesMinDB_DataProyectoMineria_Etario,DesMinDB_DataProyectoMineria_Grupo,DesMinDB_DataProyectoMineria_No_carente,DesMinDB_DataProyectoMineria_Valor,DesMinDB_DataProyectoMineria_Total,DesMinDB_DataProyectoMineria_Proporción,DesMinDB_DataProyectoMineria_Variable,DesMinDB_DataProyectoMineria_ID,DesMinDB_DataProyectoMineria_Nombre_dpto
Mujer,Rural,73,Mayor,Venezolana,6471204,6512458,1298366,501588766187654,Sin combustible adecuado para cocinar,527,Tolima
Mujer,Rural,73,Mayor,Venezolana,7349197,5634465,1298366,433965846302198,Sin acueducto,2129,Tolima
Mujer,Rural,73,Mayor,Venezolana,8184537,1216521,1298366,936963075126736,Sin fuente de ingresos,4233,Tolima
Mujer,Rural,73,Mayor,Venezolana,9430853,3552809,1298366,27363694058532,Hacinamiento,1061,Tolima
Mujer,Rural,73,Menor,Colombiana,0,1194061,1194061,1,Sin fuente de ingresos,4232,Tolima
Mujer,Rural,73,Menor,Colombiana,0,31132828,31132828,1,Sin empleo,7353,Tolima
Mujer,Rural,73,Menor,Colombiana,588292,60576883,1194061,507318160462489,Hacinamiento,1060,Tolima
Mujer,Rural,73,Menor,Colombiana,588292,60576883,1194061,507318160462489,Sin refrigerador,4766,Tolima
Mujer,Rural,73,Menor,Colombiana,1072761,12129958,1194061,101585748131796,Sin paredes duraderas,6902,Tolima
Mujer,Rural,73,Menor,Colombiana,1194061,0,1194061,0,Sin electricidad,5834,Tolima
Mujer,Rural,73,Menor,Colombiana,1194061,0,1194061,0,Sin espacio exclusivo para la cocina,3698,Tolima
Mujer,Rural,73,Menor,Colombiana,1194061,0,1194061,0,Sin pisos duraderos,6368,Tolima
Mujer,Rural,73,Menor,Colombiana,67963289,12129958,80093247,151447949163554,Sin suministro continuo de agua,2631,Tolima
Mujer,Rural,73,Menor,Colombiana,67963289,51442794,1194061,430822160676883,Sin alcantarillado,3164,Tolima
Mujer,Rural,73,Menor,Colombiana,67963289,51442794,1194061,430822160676883,Sin combustible adecuado para cocinar,526,Tolima
Mujer,Rural,73,Menor,Colombiana,67963289,51442794,1194061,430822160676883,Sin recogida de basuras,1594,Tolima
Mujer,Rural,73,Menor,Colombiana,80093247,39312836,1194061,329236412545088,Sin acueducto,2128,Tolima
Mujer,Rural,73,Menor,Colombiana,96854887,22551196,1194061,188861339579804,Sin sanitario,5300,Tolima
Mujer,Rural,73,Menor,Venezolana,480699,580235,6283049,923492718264652,Sin fuente de ingresos,4231,Tolima
Mujer,Rural,73,Menor,Venezolana,518894,1094109,6283049,174136633344734,Sin espacio exclusivo para la cocina,3697,Tolima
Mujer,Rural,73,Menor,Venezolana,615432,1287293,6283049,204883488892097,Sin electricidad,5833,Tolima
Mujer,Rural,73,Menor,Venezolana,1466267,4816782,6283049,766631296365825,Sin recogida de basuras,1593,Tolima
Mujer,Rural,73,Menor,Venezolana,1559926,65740343,2217329,296484387296608,Sin empleo,7352,Tolima
Mujer,Rural,73,Menor,Venezolana,2643734,3639315,6283049,579227537458326,Sin combustible adecuado para cocinar,525,Tolima
Mujer,Rural,73,Menor,Venezolana,3362352,2920697,6283049,464853449336461,Sin acueducto,2127,Tolima
Mujer,Rural,73,Menor,Venezolana,3574904,2708145,6283049,431024013977927,Hacinamiento,1059,Tolima
Mujer,Rural,73,Menor,Venezolana,4547062,1735987,6283049,27629690616769,Sin sanitario,5299,Tolima
Mujer,Rural,73,Menor,Venezolana,4781405,1501644,6283049,238999250204797,Sin refrigerador,4765,Tolima
Mujer,Rural,73,Menor,Venezolana,5238087,1044962,6283049,16631447566301,Sin paredes duraderas,6901,Tolima
Mujer,Rural,73,Menor,Venezolana,5782572,5004769,6283049,796551005729862,Sin pisos duraderos,6367,Tolima
Mujer,Rural,73,Menor,Venezolana,10880956,5194953,6283049,82682038608962,Sin alcantarillado,3163,Tolima
Mujer,Rural,73,Menor,Venezolana,15005821,186177,3362352,553710616853917,Sin suministro continuo de agua,2630,Tolima
Mujer,Rural,76,Mayor,Colombiana,102138,1177436,2198815,535486614380928,Sin fuente de ingresos,4240,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,1103847,1094969,2198815,497981412715485,Sin refrigerador,4774,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,1181595,1017221,2198815,462622367047705,Sin espacio exclusivo para la cocina,3706,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,1181595,1017221,2198815,462622367047705,Sin recogida de basuras,1602,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,1182484,1016331,2198815,462217603572834,Hacinamiento,1068,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,2198815,0,2198815,0,Sin combustible adecuado para cocinar,534,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,2198815,0,2198815,0,Sin electricidad,5842,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,2198815,0,2198815,0,Sin paredes duraderas,6910,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,2198815,0,2198815,0,Sin pisos duraderos,6376,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,2198815,0,2198815,0,Sin sanitario,5308,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,48447301,1714342,2198815,779666320267963,Sin alcantarillado,3172,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,70273077,29732584,1000057,297308893393077,Sin empleo,7360,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,82788069,80534134,90841483,886534778389736,Sin suministro continuo de agua,2638,Valle del Cauca
Mujer,Rural,76,Mayor,Colombiana,90841483,1290401,2198815,586862014312255,Sin acueducto,2136,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,0,32058203,32058203,1,Hacinamiento,1067,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,0,32058203,32058203,1,Sin empleo,7359,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,0,32058203,32058203,1,Sin fuente de ingresos,4239,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin acueducto,2135,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin alcantarillado,3171,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin combustible adecuado para cocinar,533,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin electricidad,5841,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin espacio exclusivo para la cocina,3705,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin paredes duraderas,6909,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin pisos duraderos,6375,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin recogida de basuras,1601,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin refrigerador,4773,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin sanitario,5307,Valle del Cauca
Mujer,Rural,76,Mayor,Retornada,32058203,0,32058203,0,Sin suministro continuo de agua,2637,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1022344,122876,114522,107294668273345,Sin empleo,7358,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1180345,8540556,203440,419807117577664,Sin recogida de basuras,1600,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1356105,1165675,1472673,791536885649428,Sin suministro continuo de agua,2636,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1472673,5617275,203440,276114579237122,Sin acueducto,2134,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1569626,4647742,203440,2284576287849,Sin sanitario,5306,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1635211,3991887,203440,196219376720409,Sin combustible adecuado para cocinar,532,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1693152,3412486,203440,167739186000786,Sin paredes duraderas,6908,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1805275,2291249,203440,112625294927251,Sin espacio exclusivo para la cocina,3704,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,1854314,18008661,203440,885207481321274,Sin refrigerador,4772,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,2012902,2149822,203440,105673515532835,Sin electricidad,5840,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,2021847,1255268,203440,617021234762092,Sin pisos duraderos,6374,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,6440895,1390311,203440,683401002752654,Sin fuente de ingresos,4238,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,7831621,1251238,203440,615040306724341,Sin alcantarillado,3170,Valle del Cauca
Mujer,Rural,76,Mayor,Venezolana,16315293,4028708,203440,19802929610696,Hacinamiento,1066,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,4816503,27318002,75483032,361909177151231,Sin acueducto,2133,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,4816503,27318002,75483032,361909177151231,Sin alcantarillado,3169,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,16106827,59376205,75483032,78661658689068,Hacinamiento,1065,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,16106827,59376205,75483032,78661658689068,Sin fuente de ingresos,4237,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,32058203,16106827,4816503,334409155356075,Sin suministro continuo de agua,2635,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin combustible adecuado para cocinar,531,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin electricidad,5839,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin espacio exclusivo para la cocina,3703,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin paredes duraderas,6907,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin pisos duraderos,6373,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin recogida de basuras,1599,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin refrigerador,4771,Valle del Cauca
Mujer,Rural,76,Menor,Colombiana,75483032,0,75483032,0,Sin sanitario,5305,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,2599079,667245,927153,719670863385008,Sin fuente de ingresos,4236,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,2786031,6485499,927153,699506877505654,Sin alcantarillado,3168,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,3327918,1087151,4415069,24623646878452,Sin empleo,7357,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,4677975,4593555,927153,495447353349447,Sin recogida de basuras,1598,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,5202653,4947084,5697362,86831133426312,Sin suministro continuo de agua,2634,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,5258622,4012908,927153,432820472996366,Hacinamiento,1064,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,5697362,3574168,927153,385499264954112,Sin acueducto,2132,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,6472993,2798536,927153,301841875073478,Sin sanitario,5304,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,6779639,249189,927153,268767937977874,Sin combustible adecuado para cocinar,530,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,7309628,1961902,927153,211604988604901,Sin paredes duraderas,6906,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,7913175,1358354,927153,146508073640489,Sin refrigerador,4770,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,8102124,1169405,927153,126128589348252,Sin espacio exclusivo para la cocina,3702,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,8967396,3041338,927153,328029785806658,Sin electricidad,5838,Valle del Cauca
Mujer,Rural,76,Menor,Venezolana,9208741,62788893,927153,677222561971972,Sin pisos duraderos,6372,Valle del Cauca
Mujer,Urbano,5,Mayor,Colombiana,3039481,3359873,6399355,52503306973906,Sin fuente de ingresos,3979,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,3226548,3172807,6399355,495801061200699,Hacinamiento,807,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,3860991,9085152,47695063,190484117821587,Sin empleo,7147,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,4881249,1518106,6399355,237227970631415,Sin refrigerador,4513,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,5481659,9176956,6399355,143404389973677,Sin espacio exclusivo para la cocina,3445,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6175762,2235929,6399355,349399119129975,Sin sanitario,5047,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6186956,2123982,6399355,331905637365016,Sin alcantarillado,2911,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6203773,186015,6389788,291112944592215,Sin suministro continuo de agua,2391,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6329848,69506358,6399355,10861463069325,Sin paredes duraderas,6649,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6362813,36541452,6399355,571017735381144,Sin combustible adecuado para cocinar,273,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6389788,95663048,6399355,149488578145766,Sin acueducto,1875,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6390993,83617989,6399355,130666276523181,Sin pisos duraderos,6115,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6399355,0,6399355,0,Sin electricidad,5581,Antioquia
Mujer,Urbano,5,Mayor,Colombiana,6399355,0,6399355,0,Sin recogida de basuras,1341,Antioquia
Mujer,Urbano,5,Mayor,Retornada,777752,43005811,8207578,523976878440875,Sin espacio exclusivo para la cocina,3444,Antioquia
Mujer,Urbano,5,Mayor,Retornada,4758799,95784541,57166444,167553785573929,Sin empleo,7146,Antioquia
Mujer,Urbano,5,Mayor,Retornada,5293439,291414,8207578,355054804230919,Sin fuente de ingresos,3978,Antioquia
Mujer,Urbano,5,Mayor,Retornada,5431612,2775966,8207578,338219874364886,Hacinamiento,806,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8050955,15662354,8207578,190827964108291,Sin suministro continuo de agua,2390,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8056375,15120362,8207578,184224408223717,Sin alcantarillado,2910,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8056375,15120362,8207578,184224408223717,Sin sanitario,5046,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin acueducto,1874,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin combustible adecuado para cocinar,272,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin electricidad,5580,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin paredes duraderas,6648,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin pisos duraderos,6114,Antioquia
Mujer,Urbano,5,Mayor,Retornada,8207578,0,8207578,0,Sin recogida de basuras,1340,Antioquia
Mujer,Urbano,5,Mayor,Retornada,73994191,80815909,8207578,984649905246103,Sin refrigerador,4512,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,1881895,999354,18918885,528230918471147,Sin acueducto,1873,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,9609642,1588035,11197677,141818253911057,Sin empleo,7145,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,12709208,6209677,18918885,328226372748711,Sin fuente de ingresos,3977,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,16731325,218756,18918885,115628378733736,Hacinamiento,805,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,17999468,9194168,18918885,485978322718279,Sin espacio exclusivo para la cocina,3443,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18109096,7098532,1881895,377201278498535,Sin suministro continuo de agua,2389,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18277412,641473,18918885,339064907894942,Sin refrigerador,4511,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18307912,6109734,18918885,322943661848994,Sin alcantarillado,2909,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18366787,5520977,18918885,291823593198014,Sin sanitario,5045,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18819582,9930284,18918885,52488738104809,Sin paredes duraderas,6647,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18836424,8246097,18918885,435865908588165,Sin pisos duraderos,6113,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18840655,7823037,18918885,41350412563954,Sin combustible adecuado para cocinar,271,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18914871,40140166,18918885,212169829247337,Sin electricidad,5579,Antioquia
Mujer,Urbano,5,Mayor,Venezolana,18917065,18200699,18918885,9620386719,Sin recogida de basuras,1339,Antioquia
Mujer,Urbano,5,Menor,Colombiana,1440389,1947023,3387411,574782038553928,Sin fuente de ingresos,3976,Antioquia
Mujer,Urbano,5,Menor,Colombiana,2358564,1028847,3387411,303726651416081,Sin refrigerador,4510,Antioquia
Mujer,Urbano,5,Menor,Colombiana,2752156,6352556,3387411,187534255512543,Sin espacio exclusivo para la cocina,3442,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3219564,1678474,3387411,495503498099286,Sin alcantarillado,2908,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3219564,1678474,3387411,495503498099286,Sin sanitario,5044,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3237269,1501427,3387411,443237327858946,Sin suministro continuo de agua,2388,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3379049,83617989,3387411,246849257441745,Sin pisos duraderos,6112,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3387411,0,3387411,0,Sin acueducto,1872,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3387411,0,3387411,0,Sin combustible adecuado para cocinar,270,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3387411,0,3387411,0,Sin electricidad,5578,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3387411,0,3387411,0,Sin paredes duraderas,6646,Antioquia
Mujer,Urbano,5,Menor,Colombiana,3387411,0,3387411,0,Sin recogida de basuras,1338,Antioquia
Mujer,Urbano,5,Menor,Colombiana,9069465,2480465,3387411,73225982911433,Hacinamiento,804,Antioquia
Mujer,Urbano,5,Menor,Colombiana,50237377,30145315,80382692,375022461302988,Sin empleo,7144,Antioquia
Mujer,Urbano,5,Menor,Retornada,20242895,41959125,622020195,674562101637231,Sin fuente de ingresos,3975,Antioquia
Mujer,Urbano,5,Menor,Retornada,29902657,32299362,622020195,519265487835166,Hacinamiento,803,Antioquia
Mujer,Urbano,5,Menor,Retornada,38307393,23894627,622020195,384145517976309,Sin refrigerador,4509,Antioquia
Mujer,Urbano,5,Menor,Retornada,49734297,12467722,622020195,200439183489854,Sin alcantarillado,2907,Antioquia
Mujer,Urbano,5,Menor,Retornada,49734297,12467722,622020195,200439183489854,Sin sanitario,5043,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin acueducto,1871,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin combustible adecuado para cocinar,269,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin electricidad,5577,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin espacio exclusivo para la cocina,3441,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin paredes duraderas,6645,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin pisos duraderos,6111,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin recogida de basuras,1337,Antioquia
Mujer,Urbano,5,Menor,Retornada,622020195,0,622020195,0,Sin suministro continuo de agua,2387,Antioquia
Mujer,Urbano,5,Menor,Venezolana,3324636,2446657,5771293,423935676112788,Sin fuente de ingresos,3974,Antioquia
Mujer,Urbano,5,Menor,Venezolana,4379634,1391659,5771293,241134698931418,Hacinamiento,802,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5324748,3592533,5684002,632042881054581,Sin suministro continuo de agua,2386,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5420109,3511843,5771293,608501942285723,Sin espacio exclusivo para la cocina,3440,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5421407,3498858,5771293,606252013197043,Sin refrigerador,4508,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5519015,2522777,5771293,437125094844431,Sin alcantarillado,2906,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5523194,2480991,5771293,429884776253779,Sin sanitario,5042,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5684002,8729133,5771293,151250906859173,Sin acueducto,1870,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5719173,5211963,5771293,903084109574752,Sin pisos duraderos,6110,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5733801,3749249,5771293,649637611536964,Sin paredes duraderas,6644,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5742618,2867499,5771293,496855557324849,Sin combustible adecuado para cocinar,268,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5769608,16855493,5771293,292057481746292,Sin electricidad,5576,Antioquia
Mujer,Urbano,5,Menor,Venezolana,5771293,0,5771293,0,Sin recogida de basuras,1336,Antioquia
Mujer,Urbano,5,Menor,Venezolana,9291755,37348784,1302663,2867110219604,Sin empleo,7143,Antioquia
Mujer,Urbano,8,Mayor,Colombiana,1445198,34500991,4895297,704778300479011,Sin fuente de ingresos,3985,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,1878884,3016413,4895297,616185902510103,Hacinamiento,813,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,2892751,2002546,4895297,409075486124744,Sin refrigerador,4519,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,3081009,5033167,3584326,140421574376884,Sin empleo,7153,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,3464327,1430969,4895297,292315052590272,Sin espacio exclusivo para la cocina,3451,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4626381,2689155,4895297,549334391764177,Sin alcantarillado,2917,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4634319,2609774,4895297,533118623854692,Sin combustible adecuado para cocinar,279,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4651819,2230506,4874869,457551987550845,Sin suministro continuo de agua,2397,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4762828,1324683,4895297,270603193228113,Sin recogida de basuras,1347,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4819253,76043254,4895297,155339408415873,Sin sanitario,5053,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4827032,68264278,4895297,139448695349843,Sin pisos duraderos,6121,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4874869,20427257,4895297,41728330272913,Sin acueducto,1881,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4889766,55306835,4895297,11297952912765,Sin paredes duraderas,6655,Atlántico
Mujer,Urbano,8,Mayor,Colombiana,4895297,0,4895297,0,Sin electricidad,5587,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1279009,4843599,1763369,274678697425213,Sin espacio exclusivo para la cocina,3450,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1470558,29281108,1763369,166052074182999,Sin refrigerador,4518,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1594622,1687475,1763369,956960794932881,Sin alcantarillado,2916,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1677453,815298027,1758983,463505347692388,Sin suministro continuo de agua,2396,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1721952,41417357,1763369,23487629078202,Sin sanitario,5052,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1731968,31401073,1763369,178074316833289,Sin combustible adecuado para cocinar,278,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1736486,26883064,1763369,152452855868511,Sin pisos duraderos,6120,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1758983,43864426,1763369,248753528047731,Sin acueducto,1880,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1763369,0,1763369,0,Sin electricidad,5586,Atlántico
Mujer,Urbano,8,Mayor,Retornada,1763369,0,1763369,0,Sin paredes duraderas,6654,Atlántico
Mujer,Urbano,8,Mayor,Retornada,6198583,1143511,1763369,648480834130576,Sin fuente de ingresos,3984,Atlántico
Mujer,Urbano,8,Mayor,Retornada,9118879,8514811,1763369,482871764219514,Hacinamiento,812,Atlántico
Mujer,Urbano,8,Mayor,Retornada,17139945,49374519,1763369,280001060470043,Sin recogida de basuras,1346,Atlántico
Mujer,Urbano,8,Mayor,Retornada,98595524,1961445,11821,165928855426783,Sin empleo,7152,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,753427,4978015,8032072,619767228182218,Sin refrigerador,4517,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,759010,4419715,8032072,550258389118026,Sin alcantarillado,2915,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,793399,9808177,8032072,122112662834696,Sin sanitario,5051,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,4350309,4754866,4825795,985302110843913,Sin empleo,7151,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,5783558,2248513,8032072,279941838170773,Hacinamiento,811,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,6609256,1422816,8032072,177141838369975,Sin espacio exclusivo para la cocina,3449,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,7265982,7165839,7982566,89768615755886,Sin suministro continuo de agua,2395,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,7898262,1338095,8032072,166593999655382,Sin recogida de basuras,1345,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,7918575,1134964,8032072,14130401221503,Sin combustible adecuado para cocinar,277,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,7951366,807057,8032072,100479303472379,Sin pisos duraderos,6119,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,7982566,4950551,8032072,616347936124079,Sin acueducto,1879,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,8019519,1255301,8032072,156286074128818,Sin paredes duraderas,6653,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,8032072,0,8032072,0,Sin electricidad,5585,Atlántico
Mujer,Urbano,8,Mayor,Venezolana,41909364,3841135,8032072,478224672288794,Sin fuente de ingresos,3983,Atlántico
Mujer,Urbano,8,Menor,Colombiana,29720,18132632,2990132,606415770273687,Sin acueducto,1878,Atlántico
Mujer,Urbano,8,Menor,Colombiana,292571,64422229,2990132,215449448385556,Sin recogida de basuras,1344,Atlántico
Mujer,Urbano,8,Menor,Colombiana,293569,54442231,2990132,182073002128334,Sin sanitario,5050,Atlántico
Mujer,Urbano,8,Menor,Colombiana,1934141,1055991,2990132,353158656540915,Sin refrigerador,4516,Atlántico
Mujer,Urbano,8,Menor,Colombiana,2167968,8221647,2990132,274959332899016,Sin espacio exclusivo para la cocina,3448,Atlántico
Mujer,Urbano,8,Menor,Colombiana,2836957,13504333,29720,454385363391655,Sin suministro continuo de agua,2394,Atlántico
Mujer,Urbano,8,Menor,Colombiana,2877941,1121912,2990132,375204840455204,Sin combustible adecuado para cocinar,276,Atlántico
Mujer,Urbano,8,Menor,Colombiana,2990132,0,2990132,0,Sin electricidad,5584,Atlántico
